,train_loss,train_accuracy,train_iou,val_loss,val_accuracy,val_iou
0,0.8104143706352814,0.7412918,0.4702199,0.775107847607654,0.77079344,0.5082074
1,0.7644404629650323,0.78070605,0.514083,0.7613325987173163,0.7831593,0.5411532
2,0.7479944844608721,0.797578,0.54729587,0.7570950064970099,0.78770745,0.55855286
3,0.7355563041308651,0.8104717,0.57072645,0.7529320755730504,0.7917663,0.5550347
4,0.7232426453543745,0.8233125,0.5928788,0.7494121414163838,0.7956954,0.56934625
5,0.7147020464358123,0.83235675,0.61010855,0.7471871492655381,0.79766214,0.5672794
6,0.7042840926543527,0.84317183,0.62728196,0.7482989702535712,0.7965423,0.572318
7,0.6955919635036717,0.85228014,0.6443805,0.7492899480073348,0.79592496,0.5719921
8,0.6876985936061196,0.86051685,0.6589363,0.7498018728650134,0.7950459,0.5851163
9,0.6796084117630253,0.86897343,0.67517805,0.7478257210358329,0.79729164,0.57959926
10,0.6742083670004554,0.87454116,0.6855501,0.7499030271302098,0.79490894,0.56401634
11,0.6671816094414048,0.8818537,0.69963604,0.7476845733497454,0.79742235,0.5762474
12,0.6570292056902595,0.8924686,0.72023475,0.7463182612605717,0.798712,0.57367647
13,0.6512930882365807,0.8983956,0.7332577,0.7469641903172368,0.79792356,0.5686725
14,0.6470396178572074,0.9027948,0.74241537,0.7510541729305101,0.793735,0.5842519
15,0.6427969339749088,0.90719473,0.75240874,0.74873948097229,0.7962895,0.5687456
16,0.6392002912319225,0.91085565,0.7604626,0.7465449817802595,0.7987843,0.58117944
17,0.6359218135476112,0.9142496,0.7687461,0.7520583608876104,0.792779,0.5726934
18,0.632395656860393,0.91784006,0.77599037,0.7546200907748678,0.7901313,0.59118956
19,0.6299167145853457,0.92037505,0.78287375,0.7507522805877354,0.79445684,0.5753838
